CurrentPlayerPrestige;CurrentPlayerDeck_PrestigeStrength;CurrentPlayerDeck_PowerStrength;CurrentPlayerDeck_GoldStrength;CurrentPlayerDeck_MiscStrength;CurrentPlayerDeckComboProportion;CurrentPlayerAgent_PowerStrength;CurrentPlayerAgent_GoldStrength;CurrentPlayerAgent_MiscStrength;CurrentPlayerPatronFavour_0;CurrentPlayerPatronFavour_1;CurrentPlayerPatronFavour_2;CurrentPlayerPatronFavour_3;OpponentPrestige;OpponentDeck_PrestigeStrength;OpponentDeck_PowerStrength;OpponentDeck_GoldStrength;OpponentDeck_MiscStrength;OpponentAgent_PowerStrength;OpponentAgent_GoldStrength;OpponentAgent_MiscStrength;OpponentPatronFavour_0;OpponentPatronFavour_1;OpponentPatronFavour_2;OpponentPatronFavour_3WinProbability
42;0.3068513119533528;0.3735683048729696;1.683579758433986;0.4067055393586005;0.7142857142857143;3.0625;3.38;3.448979591836734;0;1;0;041;1.4285714285714286;0.8928571428571429;1.2857142857142858;0.12755102040816324;0;0;0;0;0;1;01
45;0.48046875;0.5595703125;1.76357421875;0.287109375;0.75;0;3.38;2.640625;0;1;0;044;0;0.2;1.8;0;0;0;0;0;0;1;01
61;0.9680439649908408;0.7350366973575508;2.3876228732893527;0.3251577447588032;0.7647058823529411;0;3.38;1.3157439446366785;0;1;0;046;0;0.48828125;1.5;0;0;0;0;0;1;0;01
41;0.8333333333333334;0.8926022376543209;1.25;0.025318287037037035;0.4166666666666667;0;0;0;0;0;1;034;0.434402332361516;0.7022074135776758;1.6450645564348185;0.37900874635568504;0;3.38;3.448979591836734;0;1;0;00
44;1;0.6375;1.3;0.04375;0.4;0;0;2.628125;0;0;1;042;0.4965706447187929;0.1111111111111111;2.1492760249961895;0.8209876543209875;0;3.38;4.694444444444443;0;1;0;00
46;1.1111111111111112;0.7134964182289285;1.2222222222222223;0.06001371742112484;0.4444444444444444;0;0;0;0;0;1;045;0.5199098422238918;0.5941534048220749;2.079816952393962;0.4797145003756574;0;3.38;3.142561983471074;1;0;0;00
46;1;1.115;1.1;0.17375000000000002;0.5;9.1875;0;0.765625;0;1;0;061;0.6296296296296295;0.802469135802469;1.916975308641975;0.5049189814814814;0;0;0;0;1;0;00
41;0;0.6136363636363636;1.3251314800901577;0;0.45454545454545453;0;0;0;0;1;0;025;0;0.8281893004115227;3.8997942386831266;1.0219478737997254;0;3.38;7.824074074074071;0;0;1;01
26;0;1.1816872427983538;1.8287654320987656;0.7886419753086419;0.6666666666666666;0;6.76;5.695925925925925;0;0;1;041;0;1.125;1.2546296296296295;0;0;0;0;0;1;0;00
42;0;0.6652778264066384;1.2229176149294492;0.10320892125625852;0.46153846153846156;0;0;0;0;0;1;028;0;0.9259259259259257;2.4259259259259256;0;0;0;0;1;0;0;01
31;0;1.5614211687265855;1.2256486117432863;0.01137915339098771;0.5384615384615384;0;0;0;0;1;0;042;0;0.600830078125;1.21875;0.2890625;0;0;0;0;1;0;00
48;0.1412037037037037;1.95582561728395;4.31983024691358;0.46296296296296285;0.5833333333333334;0;0;0;0;0;1;046;0.434402332361516;1.3494377342773842;1.2886297376093292;0.07288629737609328;0;0;0;1;0;0;01
56;0.1412037037037037;1.95582561728395;4.31983024691358;0.46296296296296285;0.5833333333333334;0;0;0;0;0;1;055;0.434402332361516;0.7051228654727195;1.2886297376093292;0;0;0;0;1;0;0;01
74;0.1412037037037037;1.95582561728395;4.31983024691358;0.46296296296296285;0.5833333333333334;0;0;0;0;0;1;062;0;0.1949187838400666;1.4285714285714286;0;0;0;0;1;0;0;01
46;0.1412037037037037;1.0441743827160492;1.1157407407407407;0.01446759259259259;0.5833333333333334;0;0;0;1;0;0;030;0;11.66638900458142;34.50996608555956;2.332361516034985;0;0;0;0;1;0;00
55;0.1412037037037037;1.0441743827160492;1.1157407407407407;0.01446759259259259;0.5833333333333334;0;0;0;1;0;0;048;0.21574344023323613;11.614327363598496;34.41917058368535;2.332361516034985;0;0;0;0;1;0;00
62;0.1412037037037037;1.0441743827160492;1.1157407407407407;0.01446759259259259;0.5833333333333334;0;0;0;1;0;0;056;0.434402332361516;2.415660141607663;2.8683881715951682;0;0;0;0;0;1;0;00
