Patron_1;Patron_2;Patron_3;Patron_4;CurrentPlayerPrestige;CurrentPlayerDeck_PrestigeStrength;CurrentPlayerDeck_PowerStrength;CurrentPlayerDeck_GoldStrength;CurrentPlayerDeck_MiscStrength;CurrentPlayerDeckComboProportion;CurrentPlayerAgent_PowerStrength;CurrentPlayerAgent_GoldStrength;CurrentPlayerAgent_MiscStrength;CurrentPlayerPatronFavour;OpponentPrestige;OpponentDeck_PrestigeStrength;OpponentDeck_PowerStrength;OpponentDeck_GoldStrength;OpponentDeck_MiscStrength;OpponentAgent_PowerStrength;OpponentAgent_GoldStrength;OpponentAgent_MiscStrength;OpponentPatronFavour;WinProbability
0;1;2;4;1;0;0.5378086419753085;1.0115740740740742;0;0.5;0;0;0;1;0;0.46296296296296285;0.125;1.4583333333333333;0.46296296296296285;0;0;0;0;1
0;1;2;4;3;0.0591715976331361;0.4426228073246735;1.1179563040509786;0;0.5384615384615384;0;0;0;2;1;0.11574074074074071;0.09645061728395059;1.5;0.11574074074074071;0;0;0;0;1
0;1;2;4;3;0.04737609329446063;0.5705955851728446;1.0978862973760932;0.05357142857142857;0.5714285714285714;0;0;0;2;6;0.11574074074074071;0.125;1.625;0.11574074074074071;0;0;0;1;1
0;1;2;4;5;0.038518518518518514;0.6888888888888889;1.1125925925925926;0.14666666666666667;0.6;0;3.38;0;2;7;0.29154518950437314;0.05206164098292376;1.5714285714285714;0.29154518950437314;0;0;0;0;1
0;1;2;4;10;0.03173828125;0.8458900451660156;1.0973632812499998;0.2405242919921875;0.625;0;0;0;1;10;0.29154518950437314;0.10714285714285714;1.5357142857142858;0.29154518950437314;0;0;0;0;1
0;1;2;4;12;0.03173828125;0.8458900451660156;1.0973632812499998;0.2405242919921875;0.625;0;0;0;2;12;0.45404663923182437;0.08333333333333333;1.2134964182289285;0.3086419753086419;0;0;0;0;1
0;1;2;4;14;0.16670059027071038;0.9318227117237864;1.07982902503562;0.2614043174770417;0.6470588235294118;0;5.4825;2.9100346020761245;2;12;1.5775000000000001;0.075;1.175;0.225;0;0;0;1;1
0;1;2;4;17;0.16670059027071038;0.9318227117237865;1.1386525544473844;0.2614043174770417;0.6470588235294118;0;2.1025;2.9100346020761245;2;14;1.1775;0.0875;1.275;0.225;0;0;0;2;1
0;1;2;4;28;0.3477366255144033;1.074626581313824;1.214892927907331;0.28476508916323723;0.6666666666666666;0;1.885;3.636188271604938;2;15;0.5011269722013524;0.4160405709992487;1.1138754183457413;0.23722764838467317;0;0;0;1;1
0;1;2;4;30;0.3064586674442338;1.2490635471360392;1.3426400963774066;0.28561782061218066;0.6842105263157895;0;3.38;0;2;18;0.6550925925925926;0.3703703703703704;1.55078125;0.07696759259259259;0;0;0;0;1
0;1;2;4;33;0.5037499999999999;1.3375;1.4775;0.30062500000000003;0.7;0;2.1025;4.730625;2;18;1.0546875;0.42722800925925924;1.0755208333333333;0.0625;0;0;0;0;1
